date,state,positiveIncrease,totalTestResultsIncrease,pos_inc_sum,tot_inc_sum,Positivity Rate (7-day MA),Positivity Rate (1-day)
2020-05-21,TX,945,19253,8417.0,152868.0,5.51,4.91
2020-05-22,TX,1181,1181,8251.0,131732.0,6.26,100.0
2020-05-23,TX,1060,21344,7510.0,123967.0,6.06,4.97
2020-05-24,TX,839,839,7564.0,113190.0,6.68,100.0
2020-05-25,TX,623,42109,7278.0,125809.0,5.78,1.48
2020-05-26,TX,589,15579,6648.0,121087.0,5.49,3.78
2020-05-27,TX,1361,34441,6598.0,134746.0,4.9,3.95
2020-05-28,TX,1855,17544,7508.0,133037.0,5.64,10.57
2020-05-29,TX,1230,20057,7557.0,151913.0,4.97,6.13
2020-05-30,TX,1332,35242,7829.0,165811.0,4.72,3.78
2020-05-31,TX,1949,23348,8939.0,188320.0,4.75,8.35
2020-06-01,TX,593,18166,8909.0,164377.0,5.42,3.26
2020-06-02,TX,1688,16193,10008.0,164991.0,6.07,10.42
2020-06-03,TX,1703,20544,10350.0,151094.0,6.85,8.29
2020-06-04,TX,1649,31787,10144.0,165337.0,6.14,5.19
2020-06-05,TX,1693,23021,10607.0,168301.0,6.3,7.35
2020-06-06,TX,1940,31701,11215.0,164760.0,6.81,6.12
2020-06-07,TX,1425,7169,10691.0,148581.0,7.2,19.88
2020-06-08,TX,638,19870,10736.0,150285.0,7.14,3.21
2020-06-09,TX,1637,27039,10685.0,161131.0,6.63,6.05
2020-06-10,TX,2504,13732,11486.0,154319.0,7.44,18.23
2020-06-11,TX,1826,45233,11663.0,167765.0,6.95,4.04
2020-06-12,TX,2097,20637,12067.0,165381.0,7.3,10.16
2020-06-13,TX,2331,33362,12458.0,167042.0,7.46,6.99
2020-06-14,TX,1843,35664,12876.0,195537.0,6.58,5.17
2020-06-15,TX,1254,18778,13492.0,194445.0,6.94,6.68
2020-06-16,TX,4098,33681,15953.0,201087.0,7.93,12.17
2020-06-17,TX,3129,21196,16578.0,208551.0,7.95,14.76
2020-06-18,TX,3516,38103,18268.0,201421.0,9.07,9.23
2020-06-19,TX,3454,16173,19625.0,196957.0,9.96,21.36
2020-06-20,TX,4430,39484,21724.0,203079.0,10.7,11.22
2020-06-21,TX,3866,62782,23747.0,230197.0,10.32,6.16
2020-06-22,TX,3280,22829,25773.0,234248.0,11.0,14.37
2020-06-23,TX,5489,48281,27164.0,248848.0,10.92,11.37
2020-06-24,TX,5551,32968,29586.0,260620.0,11.35,16.84
2020-06-25,TX,5996,29082,32066.0,251599.0,12.74,20.62
2020-06-26,TX,5707,37994,34319.0,273420.0,12.55,15.02
2020-06-27,TX,5747,25492,35636.0,259428.0,13.74,22.54
2020-06-28,TX,5357,52393,37127.0,249039.0,14.91,10.22
2020-06-29,TX,4283,43970,38130.0,270180.0,14.11,9.74
2020-06-30,TX,6975,50093,39616.0,271992.0,14.57,13.92
2020-07-01,TX,8076,52666,42141.0,291690.0,14.45,15.33
2020-07-02,TX,7915,53855,44060.0,316463.0,13.92,14.7
2020-07-03,TX,7555,38103,45908.0,316572.0,14.5,19.83
2020-07-04,TX,8258,57903,48419.0,348983.0,13.87,14.26
2020-07-05,TX,3449,61648,46511.0,358238.0,12.98,5.59
2020-07-06,TX,5318,30272,47546.0,344540.0,13.8,17.57
2020-07-07,TX,10028,57558,50599.0,352005.0,14.37,17.42
2020-07-08,TX,9979,37421,52502.0,336760.0,15.59,26.67
2020-07-09,TX,9782,54504,54369.0,337409.0,16.11,17.95
2020-07-10,TX,9765,76577,56579.0,375883.0,15.05,12.75
2020-07-11,TX,10351,39835,58672.0,357815.0,16.4,25.98
2020-07-12,TX,8196,63130,63419.0,359297.0,17.65,12.98
2020-07-13,TX,5655,47371,63756.0,376396.0,16.94,11.94
2020-07-14,TX,10745,58555,64473.0,377393.0,17.08,18.35
2020-07-15,TX,7307,43519,61801.0,383491.0,16.12,16.79
2020-07-16,TX,10291,57656,62310.0,386643.0,16.12,17.85
2020-07-17,TX,14916,67466,67461.0,377532.0,17.87,22.11
2020-07-18,TX,10158,75364,67268.0,413061.0,16.29,13.48
2020-07-19,TX,7300,89679,66372.0,439610.0,15.1,8.14
2020-07-20,TX,7404,52190,68121.0,444429.0,15.33,14.19
2020-07-21,TX,9305,59020,66681.0,444894.0,14.99,15.77
2020-07-22,TX,9879,60574,69253.0,461949.0,14.99,16.31
2020-07-23,TX,9507,60508,68469.0,464801.0,14.73,15.71
2020-07-24,TX,8701,67275,62254.0,464610.0,13.4,12.93
2020-07-25,TX,6020,74111,58116.0,463357.0,12.54,8.12
2020-07-26,TX,5810,63933,56626.0,437611.0,12.94,9.09
2020-07-27,TX,4267,58907,53489.0,444328.0,12.04,7.24
2020-07-28,TX,8342,48044,52526.0,433352.0,12.12,17.36
2020-07-29,TX,9042,62442,51689.0,435220.0,11.88,14.48
2020-07-30,TX,8800,70106,50982.0,444818.0,11.46,12.55
2020-07-31,TX,8839,60278,51120.0,437821.0,11.68,14.66
2020-08-01,TX,9539,78027,54639.0,441737.0,12.37,12.23
2020-08-02,TX,0,0,48829.0,377804.0,12.92,
2020-08-03,TX,11529,86807,56091.0,405704.0,13.83,13.28
2020-08-04,TX,9167,50262,56916.0,407922.0,13.95,18.24
2020-08-05,TX,8706,23387,56580.0,368867.0,15.34,37.23
2020-08-06,TX,7598,36245,55378.0,335006.0,16.53,20.96
2020-08-07,TX,7039,56052,53578.0,330780.0,16.2,12.56
2020-08-08,TX,6959,12125,50998.0,264878.0,19.25,57.39
2020-08-09,TX,4879,13207,55877.0,278085.0,20.09,36.94
2020-08-10,TX,4455,47797,48803.0,239075.0,20.41,9.32
2020-08-11,TX,9803,15202,49439.0,204015.0,24.23,64.48
2020-08-12,TX,6200,17497,46933.0,198125.0,23.69,35.43
2020-08-13,TX,6755,124403,46090.0,286283.0,16.1,5.43
2020-08-14,TX,7018,51278,46069.0,281509.0,16.37,13.69
2020-08-15,TX,8245,39635,47355.0,309019.0,15.32,20.8
2020-08-16,TX,6744,117365,49220.0,413177.0,11.91,5.75
2020-08-17,TX,7368,37126,52133.0,402506.0,12.95,19.85
2020-08-18,TX,7282,24478,49612.0,411782.0,12.05,29.75
2020-08-19,TX,7024,16544,50436.0,410829.0,12.28,42.46
2020-08-20,TX,5303,29880,48984.0,316306.0,15.49,17.75
2020-08-21,TX,5021,32957,46987.0,297985.0,15.77,15.24
2020-08-22,TX,5559,60834,44301.0,319184.0,13.88,9.14
2020-08-23,TX,4398,27168,41955.0,228987.0,18.32,16.19
2020-08-24,TX,2847,2847,37434.0,194708.0,19.23,100.0
2020-08-25,TX,6346,53684,36498.0,223914.0,16.3,11.82
2020-08-26,TX,5407,40081,34881.0,247451.0,14.1,13.49
2020-08-27,TX,5600,29274,35178.0,246845.0,14.25,19.13
2020-08-28,TX,4031,48448,34188.0,262336.0,13.03,8.32
2020-08-29,TX,4762,58610,33391.0,260112.0,12.84,8.12
2020-08-30,TX,3824,23740,32817.0,256684.0,12.78,16.11
2020-08-31,TX,2615,36841,32585.0,290678.0,11.21,7.1
2020-09-01,TX,4364,72001,30603.0,308995.0,9.9,6.06
2020-09-02,TX,4334,35308,29530.0,304222.0,9.71,12.27
2020-09-03,TX,3680,38641,27610.0,313589.0,8.8,9.52
2020-09-04,TX,5482,12250,29061.0,277391.0,10.48,44.75
2020-09-05,TX,4486,64195,28785.0,282976.0,10.17,6.99
2020-09-06,TX,2995,98631,27956.0,357867.0,7.81,3.04
2020-09-07,TX,2060,38420,27401.0,359446.0,7.62,5.36
2020-09-08,TX,1421,18127,24458.0,305572.0,8.0,7.84
2020-09-09,TX,4000,33006,24124.0,303270.0,7.95,12.12
2020-09-10,TX,4018,33125,24462.0,297754.0,8.22,12.13
2020-09-11,TX,3547,48784,22527.0,334288.0,6.74,7.27
2020-09-12,TX,4233,65600,22274.0,335693.0,6.64,6.45
2020-09-13,TX,1845,30498,21124.0,267560.0,7.9,6.05
2020-09-14,TX,4011,-336892,23075.0,-107752.0,-21.41,-1.19
2020-09-15,TX,5301,34295,26955.0,-91584.0,-29.43,15.46
2020-09-16,TX,6026,52078,28981.0,-72512.0,-39.97,11.57
2020-09-17,TX,4047,45556,29010.0,-60081.0,-48.28,8.88
2020-09-18,TX,3422,99625,28885.0,-9240.0,-312.61,3.43
2020-09-19,TX,3827,118375,28479.0,43535.0,65.42,3.23
2020-09-20,TX,2466,30312,29100.0,43349.0,67.13,8.14
2020-09-21,TX,9853,29010,34942.0,409251.0,8.54,33.96
2020-09-22,TX,17820,45234,47461.0,420190.0,11.3,39.4
2020-09-23,TX,3392,72942,44827.0,441054.0,10.16,4.65
2020-09-24,TX,4320,120159,45100.0,515657.0,8.75,3.6
2020-09-25,TX,4633,52616,46311.0,468648.0,9.88,8.81
2020-09-26,TX,4886,81364,47370.0,431637.0,10.97,6.01
2020-09-27,TX,1694,22094,46598.0,423419.0,11.01,7.67
2020-09-28,TX,4611,154848,41356.0,549257.0,7.53,2.98
2020-09-29,TX,3541,29071,27077.0,533094.0,5.08,12.18
2020-09-30,TX,5683,36331,29368.0,496483.0,5.92,15.64
2020-10-01,TX,3534,45172,28582.0,421496.0,6.78,7.82
2020-10-02,TX,3503,86413,27452.0,455293.0,6.03,4.05
2020-10-03,TX,7006,104197,29572.0,478126.0,6.18,6.72
2020-10-04,TX,2884,64946,30762.0,520978.0,5.9,4.44
2020-10-05,TX,3409,33792,29560.0,399922.0,7.39,10.09
2020-10-06,TX,4132,64571,30151.0,435422.0,6.92,6.4
2020-10-07,TX,4121,28192,28589.0,427283.0,6.69,14.62
2020-10-08,TX,4238,38666,29293.0,420777.0,6.96,10.96
2020-10-09,TX,4036,42924,29826.0,377288.0,7.91,9.4
2020-10-10,TX,4230,84601,27050.0,357692.0,7.56,5.0
2020-10-11,TX,2418,56920,26584.0,349666.0,7.6,4.25
2020-10-12,TX,2648,63843,25823.0,379717.0,6.8,4.15
2020-10-13,TX,5289,60629,26980.0,375775.0,7.18,8.72
2020-10-14,TX,4667,55653,27526.0,403236.0,6.83,8.39
2020-10-15,TX,4726,44214,28014.0,408784.0,6.85,10.69
2020-10-16,TX,5870,99156,29848.0,465016.0,6.42,5.92
2020-10-17,TX,4885,63190,30503.0,443605.0,6.88,7.73
2020-10-18,TX,3216,52683,31301.0,439368.0,7.12,6.1
2020-10-19,TX,1894,57124,30547.0,432649.0,7.06,3.32
2020-10-20,TX,7884,60283,33142.0,432303.0,7.67,13.08
2020-10-21,TX,5252,30548,33727.0,407198.0,8.28,17.19
2020-10-22,TX,6291,57843,35292.0,420827.0,8.39,10.88
2020-10-23,TX,6472,78869,35894.0,400540.0,8.96,8.21
2020-10-24,TX,6499,98609,37508.0,435959.0,8.6,6.59
2020-10-25,TX,4304,52047,38596.0,435323.0,8.87,8.27
2020-10-26,TX,4700,46908,41402.0,425107.0,9.74,10.02
2020-10-27,TX,7292,74290,40810.0,439114.0,9.29,9.82
2020-10-28,TX,5627,50037,41185.0,458603.0,8.98,11.25
